Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo;AgeAntiguedad;Beneficio
1527;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 10.330,58;Prefer;2;M;7;700
1528;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Masivo;0;F;8;800
1529;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;1;M;9;900
1530;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 42,00;Masivo;3;F;10;1000
1531;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;COM BANELCO;$ 3.099,18;Eminent;4;M;11;1100
1532;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CCC;CARGO REPOSICION;$ 3.305,79;Negocios;2;M;12;1200
1533;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM MANT CCE;$ 93,90;Prefer;0;M;13;1300
1534;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;1;F;14;1400
1535;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 6.198,35;Eminent;3;F;15;1500
1536;Abril;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Negocios;4;F;16;1600
1537;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 4.958,68;Prefer;2;M;17;1700
1538;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 4.958,68;Masivo;0;M;18;1800
1539;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CARGO REPOSICION;$ 3.305,79;Eminent;1;F;19;1900
1540;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COM MANT CCE;$ 2.479,34;Eminent;3;F;20;2000
1541;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 3.057,85;Prefer;4;M;1;100
1542;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 1.074,33;Prefer;2;M;2;200
1543;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CAD;COMISION MANT DE CUENTA;$ 8.264,46;Prefer;0;M;3;300
1544;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;M;4;400
1545;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;COM BANELCO;$ 3.988,15;Prefer;3;F;5;500
1546;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;ONB;CARGO REPOSICION;$ 4.958,68;Masivo;4;F;6;600
1547;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;COM MANT CCE;$ 3.099,18;Eminent;2;F;7;700
1548;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;F;8;800
1549;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO EMINENT;$ 743,80;Prefer;1;F;9;900
1550;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 2.272,73;Masivo;3;F;10;1000
1551;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 2.479,34;Masivo;4;F;11;1100
1552;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM BANELCO;$ 8.181,82;Eminent;2;M;12;1200
1553;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Empleados BGBA;CAD;CARGO REPOSICION;$ 1.234,31;Eminent;0;M;13;1300
1554;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM MANT CCE;$ 6.198,35;Eminent;1;F;14;1400
1555;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;PYME Micro;SUC;SERVICIO CUENTA PREFER;$ 8.181,82;Eminent;3;F;15;1500
1556;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;F;16;1600
1557;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 3.719,01;Prefer;2;M;17;1700
1558;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 4.090,81;Masivo;0;M;18;1800
1559;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 3.719,01;Masivo;1;F;19;1900
1560;Diciembre;Sin Envio;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 2.479,34;Masivo;3;M;20;2000
1561;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM MANT CCE;$ 4.545,45;Eminent;4;F;1;100
1562;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 7.501,38;Negocios;2;M;2;200
1563;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.295,05;Prefer;0;M;3;300
1564;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 1.404,96;Masivo;1;M;4;400
1565;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;FAMILIA GALICIA;SUC;CARGOGESTCOBRANZA;$ 42.834,76;Eminent;3;F;5;500
1566;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 4.545,45;Negocios;4;F;6;600
1567;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Empleados BGBA;SUC;CARGO REPOSICION;$ 11.209,00;Prefer;2;F;7;700
1568;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 3.719,01;Masivo;0;M;8;800
1569;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 8.181,82;Eminent;1;M;9;900
1570;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 10.330,58;Eminent;3;F;10;1000
1571;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 8.264,38;Prefer;4;F;11;1100
1572;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;2;M;12;1200
1573;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 448,00;Prefer;0;M;13;1300
1574;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 1.483,62;Masivo;1;M;14;1400
1575;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 4.958,68;Prefer;3;M;15;1500
1576;Septiembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 3.057,85;Masivo;4;F;16;1600
1577;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 14.282,00;Eminent;2;F;17;1700
1578;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Eminent;0;F;18;1800
1579;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Prefer;1;F;19;1900
1580;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM BANELCO;$ 4.545,45;Masivo;3;F;20;2000
1581;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Masivo;4;F;1;100
1582;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 67,88;Eminent;2;F;2;200
1583;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;M;3;300
1584;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;1;M;4;400
1585;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;F;5;500
1586;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 8.181,82;Prefer;4;F;6;600
1587;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Prefer;2;F;7;700
1588;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 10.330,58;Masivo;0;M;8;800
1589;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM MANT CCE;$ 4.132,23;Masivo;1;M;9;900
1590;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;F;10;1000
1591;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 3.719,01;Eminent;4;M;11;1100
1592;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;2;F;12;1200
1593;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.197,63;Prefer;0;M;13;1300
1594;Mayo;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 0,01;Masivo;1;M;14;1400
1595;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 10.330,58;Eminent;3;M;15;1500
1596;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM MANT CCE;$ 2.479,34;Negocios;4;F;16;1600
1597;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F;17;1700
1598;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Masivo;0;F;18;1800
1599;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 10.330,58;Eminent;1;M;19;1900
1600;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;3;M;20;2000
1601;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 2.479,34;Prefer;4;F;1;100
1602;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;ONB;CARGO REPOSICION;$ 2.024,25;Prefer;2;F;2;200
1603;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 445,95;Prefer;0;M;3;300
1604;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;CCC;SERVICIO CUENTA PREFER;$ 5.464,89;Masivo;1;M;4;400
1605;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.181,82;Prefer;3;M;5;500
1606;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Masivo;4;M;6;600
1607;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 1.652,88;Eminent;2;F;7;700
1608;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM BANELCO;$ 618,50;Eminent;0;F;8;800
1609;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CCC;CARGO REPOSICION;$ 3.305,79;Prefer;1;F;9;900
1610;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 3.719,01;Masivo;3;F;10;1000
1611;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F;11;1100
1612;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 4.132,23;Eminent;2;F;12;1200
1613;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;0;F;13;1300
1614;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 5.165,16;Eminent;1;M;14;1400
1615;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 4.958,68;Eminent;3;M;15;1500
1616;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGO REPOSICION;$ 867,78;Prefer;4;F;16;1600
1617;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;COM MANT CCE;$ 3.305,79;Prefer;2;F;17;1700
1618;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 867,78;Masivo;0;F;18;1800
1619;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Masivo;1;M;19;1900
1620;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 4.132,23;Masivo;3;M;20;2000
1621;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGOGESTCOBRANZA;$ 236,43;Eminent;4;F;1;100
1622;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Negocios;2;M;2;200
1623;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 4.545,45;Prefer;0;F;3;300
1624;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Masivo;1;M;4;400
1625;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.066,12;Eminent;3;M;5;500
1626;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Negocios;4;M;6;600
1627;Noviembre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Prefer;2;F;7;700
1628;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 14.281,66;Masivo;0;F;8;800
1629;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 1.716,02;Eminent;1;F;9;900
1630;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Eminent;3;M;10;1000
1631;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 15.812,68;Prefer;4;M;11;1100
1632;Junio;Sin Envio;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;2;F;12;1200
1633;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO EMINENT;$ 323,00;Prefer;0;F;13;1300
1634;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;PERSONAS ANSES;CSEDB;COMISION MANT DE CUENTA;$ 264,09;Masivo;1;M;14;1400
1635;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;3;M;15;1500
1636;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 4.545,45;Masivo;4;M;16;1600
1637;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 10.330,58;Eminent;2;M;17;1700
1638;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Eminent;0;F;18;1800
1639;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.132,23;Prefer;1;F;19;1900
1640;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F;20;2000
1641;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COMISION MANT DE CUENTA;$ 8.181,82;Masivo;4;F;1;100
1642;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 2.479,34;Eminent;2;F;2;200
1643;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;SUC;COM BANELCO;$ 6.198,35;Eminent;0;F;3;300
1644;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CCC;CARGO REPOSICION;$ 4.545,45;Eminent;1;F;4;400
1645;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 6.198,35;Eminent;3;M;5;500
1646;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Prefer;4;M;6;600
1647;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Prefer;2;F;7;700
1648;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;0;F;8;800
1649;Julio;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;1;F;9;900
1650;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 8.181,82;Masivo;3;M;10;1000
1651;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGO REPOSICION;$ 2.479,34;Eminent;4;M;11;1100
1652;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 5.165,16;Negocios;2;F;12;1200
1653;Noviembre;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Prefer;0;M;13;1300
1654;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.958,68;Masivo;1;F;14;1400
1655;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;M;15;1500
1656;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Negocios;4;M;16;1600
1657;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM BANELCO;$ 6.325,46;Prefer;2;M;17;1700
1658;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Masivo;0;F;18;1800
1659;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COM MANT CCE;$ 3.719,01;Eminent;1;F;19;1900
1660;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F;20;2000
1661;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 8.264,46;Prefer;4;M;1;100
1662;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;M;2;200
1663;Octubre;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 14.778,00;Prefer;0;F;3;300
1664;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 92,88;Masivo;1;F;4;400
1665;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 4.958,68;Prefer;3;M;5;500
1666;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 6.198,35;Masivo;4;M;6;600
1667;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;2;M;7;700
1668;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Eminent;0;M;8;800
1669;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Prefer;1;F;9;900
1670;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;3;F;10;1000
1671;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;4;F;11;1100
1672;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;2;F;12;1200
1673;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Eminent;0;F;13;1300
1674;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;1;F;14;1400
1675;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO EMINENT;$ 4.545,45;Eminent;3;F;15;1500
1676;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 2.479,34;Prefer;4;M;16;1600
1677;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CARGOGESTCOBRANZA;$ 4.958,68;Prefer;2;M;17;1700
1678;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 236,79;Masivo;0;F;18;1800
1679;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGO REPOSICION;$ 8.181,82;Masivo;1;F;19;1900
