Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo
1571;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 8.264,38;Prefer;4;F
1572;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;2;M
1573;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 448,00;Prefer;0;M
1574;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 1.483,62;Masivo;1;M
1575;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 4.958,68;Prefer;3;M
1576;Septiembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 3.057,85;Masivo;4;F
1577;Agosto;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 14.282,00;Eminent;2;F
1578;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Eminent;0;F
1579;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Prefer;1;F
1580;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM BANELCO;$ 4.545,45;Masivo;3;F
1581;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Masivo;4;F
1582;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 67,88;Eminent;2;F
1583;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;0;M
1584;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;1;M
1585;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;F
1586;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 8.181,82;Prefer;4;F
1587;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Prefer;2;F
1588;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 10.330,58;Masivo;0;M
1589;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM MANT CCE;$ 4.132,23;Masivo;1;M
1590;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;F
1591;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 3.719,01;Eminent;4;M
1592;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;2;F
1593;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.197,63;Prefer;0;M
1594;Mayo;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 0,01;Masivo;1;M
1595;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGO REPOSICION;$ 10.330,58;Eminent;3;M
1596;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM MANT CCE;$ 2.479,34;Negocios;4;F
1597;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F
1598;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Masivo;0;F
1599;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 10.330,58;Eminent;1;M
1600;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;3;M
1601;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 2.479,34;Prefer;4;F
1602;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;ONB;CARGO REPOSICION;$ 2.024,25;Prefer;2;F
1603;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 445,95;Prefer;0;M
1604;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;CCC;SERVICIO CUENTA PREFER;$ 5.464,89;Masivo;1;M
1605;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.181,82;Prefer;3;M
1606;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Masivo;4;M
1607;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 1.652,88;Eminent;2;F
1608;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;COM BANELCO;$ 618,50;Eminent;0;F
1609;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;CCC;CARGO REPOSICION;$ 3.305,79;Prefer;1;F
1610;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM MANT CCE;$ 3.719,01;Masivo;3;F
1611;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;F
1612;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 4.132,23;Eminent;2;F
1613;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Eminent;0;F
1614;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 5.165,16;Eminent;1;M
1615;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;COM BANELCO;$ 4.958,68;Eminent;3;M
1616;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGO REPOSICION;$ 867,78;Prefer;4;F
1617;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;CCC;COM MANT CCE;$ 3.305,79;Prefer;2;F
1618;Febrero;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 867,78;Masivo;0;F
1619;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Masivo;1;M
1620;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COMISION MANT DE CUENTA;$ 4.132,23;Masivo;3;M
1621;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGOGESTCOBRANZA;$ 236,43;Eminent;4;F
1622;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Negocios;2;M
1623;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 4.545,45;Prefer;0;F
1624;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Masivo;1;M
1625;Enero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.066,12;Eminent;3;M
1626;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Negocios;4;M
1627;Noviembre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Prefer;2;F
1628;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 14.281,66;Masivo;0;F
1629;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 1.716,02;Eminent;1;F
1630;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGO REPOSICION;$ 4.090,81;Eminent;3;M
1631;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 15.812,68;Prefer;4;M
1632;Junio;Sin Envio;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;2;F
1633;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO EMINENT;$ 323,00;Prefer;0;F
1634;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;PERSONAS ANSES;CSEDB;COMISION MANT DE CUENTA;$ 264,09;Masivo;1;M
1635;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Prefer;3;M
1636;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COM BANELCO;$ 4.545,45;Masivo;4;M
1637;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 10.330,58;Eminent;2;M
1638;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Eminent;0;F
1639;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.132,23;Prefer;1;F
1640;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F
1641;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COMISION MANT DE CUENTA;$ 8.181,82;Masivo;4;F
1642;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 2.479,34;Eminent;2;F
1643;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Alta;SUC;COM BANELCO;$ 6.198,35;Eminent;0;F
1644;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CCC;CARGO REPOSICION;$ 4.545,45;Eminent;1;F
1645;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COM MANT CCE;$ 6.198,35;Eminent;3;M
1646;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Prefer;4;M
1647;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Prefer;2;F
1648;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.305,79;Masivo;0;F
1649;Julio;Manual;Desfavorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.446,28;Masivo;1;F
1650;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM BANELCO;$ 8.181,82;Masivo;3;M
1651;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGO REPOSICION;$ 2.479,34;Eminent;4;M
1652;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 5.165,16;Negocios;2;F
1653;Noviembre;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Prefer;0;M
1654;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.958,68;Masivo;1;F
1655;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;M
1656;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 4.545,45;Negocios;4;M
1657;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM BANELCO;$ 6.325,46;Prefer;2;M
1658;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Masivo;0;F
1659;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;SUC;COM MANT CCE;$ 3.719,01;Eminent;1;F
1660;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
1661;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 8.264,46;Prefer;4;M
1662;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;M
1663;Octubre;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 14.778,00;Prefer;0;F
1664;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 92,88;Masivo;1;F
1665;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;CARGO REPOSICION;$ 4.958,68;Prefer;3;M
1666;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 6.198,35;Masivo;4;M
1667;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;2;M
1668;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.479,34;Eminent;0;M
1669;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.719,01;Prefer;1;F
1670;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;3;F
1671;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 6.198,35;Masivo;4;F
1672;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;2;F
1673;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM MANT CCE;$ 4.545,45;Eminent;0;F
1674;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;1;F
1675;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO EMINENT;$ 4.545,45;Eminent;3;F
1676;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 2.479,34;Prefer;4;M
1677;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CARGOGESTCOBRANZA;$ 4.958,68;Prefer;2;M
1678;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 236,79;Masivo;0;F
1679;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGO REPOSICION;$ 8.181,82;Masivo;1;F
1680;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 4.090,92;Masivo;3;F
1681;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;4;M
1682;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;SERVICIO EMINENT;$ 808,00;Negocios;2;M
1683;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.214,72;Prefer;0;F
1684;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;1;M
1685;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Eminent;3;F
1686;Febrero;Sin Envio;Desfavorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;CARGO REPOSICION;$ 374,02;Negocios;4;M
1687;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.545,45;Prefer;2;M
1688;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.305,79;Masivo;0;M
1689;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;ONB;SERVICIO EMINENT;$ 8.264,46;Eminent;1;F
1690;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;3;F
1691;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 886,79;Prefer;4;F
1692;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;COM BANELCO;$ 909,00;Prefer;2;M
1693;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 1.859,40;Prefer;0;M
1694;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 1.239,72;Masivo;1;F
1695;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 1.652,89;Prefer;3;F
1696;Febrero;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CAD;SERVICIO EMINENT;$ 10.330,58;Masivo;4;M
1697;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Eminent;2;M
1698;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;0;M
1699;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;COM BANELCO;$ 4.958,68;Prefer;1;M
1700;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;CARGO REPOSICION;$ 3.057,85;Masivo;3;F
1701;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;SUC;COM MANT CCE;$ 3.305,79;Masivo;4;F
1702;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 2.066,12;Eminent;2;F
1703;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO EMINENT;$ 8.181,82;Eminent;0;F
1704;Diciembre;Manual;Desfavorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.099,18;Eminent;1;F
1705;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Eminent;3;F
1706;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 6.198,35;Prefer;4;F
1707;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CCC;CARGO REPOSICION;$ 2.107,38;Prefer;2;M
1708;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 6.446,28;Masivo;0;M
1709;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.719,01;Masivo;1;F
1710;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;SIN RENTA;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;3;F
1711;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 698,50;Eminent;4;F
1712;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Negocios;2;M
1713;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 6.446,28;Prefer;0;M
1714;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 68,06;Masivo;1;F
1715;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM MANT CCE;$ 6.198,35;Eminent;3;M
1716;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;PERSONAS ANSES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;4;F
1717;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;SERVICIO EMINENT;$ 2.892,56;Prefer;2;M
1718;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 446,66;Masivo;0;M
1719;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 963,24;Eminent;1;M
1720;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM BANELCO;$ 10.330,58;Eminent;3;F
1721;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;4;F
1722;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 2.892,56;Prefer;2;F
1723;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CAD;SERVICIO CUENTA PREFER;$ 2.192,72;Prefer;0;M
1724;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 396,69;Masivo;1;M
1725;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CSEDB;COMISION MANT DE CUENTA;$ 4.090,81;Prefer;3;F
1726;Febrero;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CAD;CARGOGESTCOBRANZA;$ 991,74;Masivo;4;F
1727;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 2.272,93;Eminent;2;M
1728;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 2.479,34;Eminent;0;M
1729;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;COM MANT CCE;$ 7.934,58;Prefer;1;M
1730;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;3;M
1731;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;4;F
1732;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Conecta;COMISION MANT DE CUENTA;$ 826,45;Eminent;2;F
